Code,Name,Market,Marcap_억원,Stocks
000400,롯데손해보험,KOSPI,6827,310336320
007700,F&F홀딩스,KOSPI,6822,39114367
019210,와이지-원,KOSDAQ,6821,37193728
336570,원텍,KOSDAQ,6736,89580646
348340,뉴로메카,KOSDAQ,6713,12362151
009520,포스코엠텍,KOSDAQ GLOBAL,6679,41642703
060250,NHN KCP,KOSDAQ,6679,40160611
102940,코오롱생명과학,KOSDAQ,6676,13090603
090360,로보스타,KOSDAQ,6669,9750000
001680,대상,KOSPI,6659,34648025
053800,안랩,KOSDAQ,6631,11126506
112040,위메이드,KOSDAQ,6600,33948483
058650,세아홀딩스,KOSPI,6588,4242236
161000,애경케미칼,KOSPI,6563,48648709
001060,JW중외제약,KOSPI,6555,23285930
358570,지아이이노베이션,KOSDAQ,6539,64237450
014820,동원시스템즈,KOSPI,6538,28991282
016380,KG스틸,KOSPI,6511,100008897
001270,부국증권,KOSPI,6471,10369886
249420,일동제약,KOSPI,6470,31638252
399720,가온칩스,KOSDAQ,6464,11838844
293940,신한알파리츠,KOSPI,6458,120940123
033640,네패스,KOSDAQ,6445,23059202
033500,동성화인텍,KOSDAQ,6418,29989494
199800,툴젠,KOSDAQ,6413,8993829
00104K,CJ4우(전환),KOSPI,6374,4226512
389470,인벤티지랩,KOSDAQ,6357,13285216
001570,금양,KOSPI,6333,63967196
002350,넥센타이어,KOSPI,6319,97667877
328130,루닛,KOSDAQ,6233,37191318
102710,이엔에프테크놀로지,KOSDAQ,6229,14287836
059090,미코,KOSDAQ,6229,33416778
217590,티엠씨,KOSPI,6204,24094225
006380,카프로,KOSPI,6185,168999996
348210,넥스틴,KOSDAQ GLOBAL,6119,10477005
376300,디어유,KOSDAQ,6113,23738406
253590,네오셈,KOSDAQ,6111,43869164
452280,한선엔지니어링,KOSDAQ,6091,19246420
368770,파이버프로,KOSDAQ,6091,32854225
001500,현대차증권,KOSPI,6084,61833044
017940,E1,KOSPI,6071,6860000
002840,미원상사,KOSPI,6061,4750000
000640,동아쏘시오홀딩스,KOSPI,5965,6732527
272290,이녹스첨단소재,KOSDAQ GLOBAL,5941,19937509
015750,성우하이텍,KOSDAQ,5896,80000000
0011T0,채비,KOSDAQ,5895,46785280
003280,흥아해운,KOSPI,5878,240424899
089890,코세스,KOSDAQ,5871,16584962
008060,대덕,KOSPI,5848,31287098
001530,DI동일,KOSPI,5842,20715621
460930,현대힘스,KOSDAQ,5842,35510671
067160,SOOP,KOSDAQ GLOBAL,5805,11494767
041830,인바디,KOSDAQ,5804,13480882
089010,켐트로닉스,KOSDAQ,5794,16770027
475960,토모큐브,KOSDAQ,5788,13383274
039130,하나투어,KOSPI,5785,15489932
214430,아이쓰리시스템,KOSDAQ,5765,7307215
453340,현대그린푸드,KOSPI,5715,32471587
005810,풍산홀딩스,KOSPI,5659,14417292
024850,HLB이노베이션,KOSDAQ,5633,31733098
486990,노타,KOSDAQ,5614,21346230
278280,천보,KOSDAQ,5567,12180680
002240,고려제강,KOSPI,5562,27000000
005389,현대차3우B,KOSPI,5551,2327452
452260,한화갤러리아,KOSPI,5535,193859610
019170,신풍제약,KOSPI,5530,52418522
460860,동국제강,KOSPI,5526,49608017
104830,원익머트리얼즈,KOSDAQ,5516,12608000
354320,알멕,KOSDAQ,5490,6391381
041960,코미팜,KOSDAQ,5490,73886495
268280,미원에스씨,KOSPI,5455,5000000
078160,메디포스트,KOSDAQ,5442,39204603
093320,케이아이엔엑스,KOSDAQ,5407,4880000
011930,신성이엔지,KOSPI,5373,20584815
383310,에코프로에이치엔,KOSDAQ,5317,20974932
003545,대신증권우,KOSPI,5315,25191667
122640,예스티,KOSDAQ,5269,21418509
372320,큐로셀,KOSDAQ,5268,15225918
020000,한섬,KOSPI,5262,21476994
493280,아이엠바이오로직스,KOSDAQ,5248,14804048
010820,퍼스텍,KOSPI,5238,48771938
015860,일진홀딩스,KOSPI,5206,49347483
009900,명신산업,KOSPI,5200,52470133
025980,아난티,KOSDAQ,5196,97300990
003300,한일홀딩스,KOSPI,5183,30832884
200710,에이디테크놀로지,KOSDAQ,5183,13462007
042000,카페24,KOSDAQ,5166,24253054
332570,PS일렉트로닉스,KOSDAQ,5143,46711563
271940,일진하이솔루스,KOSPI,5142,36313190
005420,코스모화학,KOSPI,5127,38408228
101930,인화정공,KOSDAQ,5101,46164410
094800,맵스리얼티,KOSPI,5097,92834331
008730,율촌화학,KOSPI,5072,24800000
009410,태영건설,KOSPI,5047,297590078
060280,큐렉소,KOSDAQ,5046,41259790
078350,한양디지텍,KOSDAQ,5046,15244382
425040,티이엠씨,KOSDAQ,5034,21374682
377740,바이오노트,KOSPI,5028,101886048
284740,쿠쿠홈시스,KOSPI,5026,22437330
069540,빛과전자,KOSDAQ,5022,97901539
003000,부광약품,KOSPI,5012,98664671
045100,한양이엔지,KOSDAQ,4996,17500000
099190,아이센스,KOSDAQ,4987,28757309
211050,인카금융서비스,KOSDAQ,4971,49263657
340570,티앤엘,KOSDAQ,4966,8128000
230360,에코마케팅,KOSDAQ,4963,30998758
006910,보성파워텍,KOSDAQ,4938,49129824
393890,더블유씨피,KOSDAQ GLOBAL,4911,33843144
041190,우리기술투자,KOSDAQ,4897,84000000
031430,신세계인터내셔날,KOSPI,4870,34986000
018290,브이티,KOSDAQ,4864,34941838
016610,DB증권,KOSPI,4860,42446389
389500,에스비비테크,KOSDAQ,4851,6663472
014830,유니드,KOSPI,4798,6767600
381970,케이카,KOSPI,4770,48820848
001200,유진투자증권,KOSPI,4756,96866418
130660,한전산업,KOSPI,4750,32600000
125490,한라캐스트,KOSDAQ,4749,36502352
034310,NICE,KOSPI,4723,36757157
034950,한국기업평가,KOSDAQ,4690,4540514
035890,서희건설,KOSDAQ,4688,229808457
005945,NH투자증권우,KOSPI,4661,18870968
036620,감성코퍼레이션,KOSDAQ,4652,90503771
330860,네패스아크,KOSDAQ,4636,12184045
002030,아세아,KOSPI,4632,2058852
064260,다날,KOSDAQ,4630,75645457
092790,넥스틸,KOSPI,4623,26002000
448730,삼성FN리츠,KOSPI,4616,91050000
290550,디케이티,KOSDAQ,4570,20001230
000070,삼양홀딩스,KOSPI,4557,7763191
468530,프로티나,KOSDAQ,4552,11035208
006405,삼성SDI우,KOSPI,4538,1617896
251970,펌텍코리아,KOSDAQ,4520,12400000
356680,엑스게이트,KOSDAQ,4516,28543492
110990,디아이티,KOSDAQ,4508,18900000
030520,한글과컴퓨터,KOSDAQ GLOBAL,4488,24179744
448900,한국피아이엠,KOSDAQ,4483,6074457
027410,BGF,KOSPI,4475,95716791
145990,삼양사,KOSPI,4461,10313449
004690,삼천리,KOSPI,4450,3626777
287840,인투셀,KOSDAQ,4424,15021960
950210,프레스티지바이오파마,KOSPI,4399,60096155
488900,비츠로넥스텍,KOSDAQ,4393,28976443
015360,INVENI,KOSPI,4385,27250000
170920,엘티씨,KOSDAQ,4379,10564126
013030,하이록코리아,KOSDAQ,4372,11768144
095660,네오위즈,KOSDAQ,4371,21636459
215200,메가스터디교육,KOSDAQ GLOBAL,4369,10365216
025320,시노펙스,KOSDAQ,4369,92162453
000157,두산2우B,KOSPI,4349,893038
243070,휴온스,KOSDAQ,4337,11979665
080580,오킨스전자,KOSDAQ,4324,21090955
187660,페니트리움바이오,KOSDAQ,4315,55466253
254490,미래반도체,KOSDAQ,4310,14438000
168360,펨트론,KOSDAQ,4296,21707567
0120G0,삼양바이오팜,KOSPI,4283,7435870
138080,오이솔루션,KOSDAQ,4283,12377758
357120,코람코라이프인프라리츠,KOSPI,4278,97335354
025900,동화기업,KOSDAQ GLOBAL,4272,50557285
004710,한솔테크닉스,KOSPI,4266,31417517
072710,농심홀딩스,KOSPI,4257,4637790
090435,아모레퍼시픽우,KOSPI,4250,10557830
047920,HLB제약,KOSDAQ,4248,32799356
079940,가비아,KOSDAQ,4241,13420684
078130,국일제지,KOSDAQ,4205,112740587
016590,신대양제지,KOSPI,4203,40297820
101160,월덱스,KOSDAQ,4186,16510993
039440,에스티아이,KOSDAQ,4179,15507047
179900,유티아이,KOSDAQ,4166,19790412
107640,한중엔시에스,KOSDAQ,4134,9064946
306200,세아제강,KOSPI,4132,2836300
317330,덕산테코피아,KOSDAQ,4126,20476584
017810,풀무원,KOSPI,4125,38120542
403550,쏘카,KOSPI,4109,32841902
029530,신도리코,KOSPI,4105,9715729
144960,뉴파워프라즈마,KOSDAQ,4094,43692624
417310,코람코더원리츠,KOSPI,4084,40400000
105840,우진,KOSPI,4060,20197670
114810,한솔아이원스,KOSDAQ,4057,28593174
482630,삼양엔씨켐,KOSDAQ,4056,21888280
084110,휴온스글로벌,KOSDAQ,4051,12659812
344820,KCC글라스,KOSPI,4049,15970512
376270,HEM파마,KOSDAQ,4046,7186187
215600,신라젠,KOSDAQ,4046,138553564
119850,지엔씨에너지,KOSDAQ,4038,16448909
004700,조광피혁,KOSPI,4036,6649138
042520,한스바이오메드,KOSDAQ,4036,14261367
006220,제주은행,KOSPI,4018,37798557
067630,HLB생명과학,KOSDAQ,4017,121917058
417840,저스템,KOSDAQ,4000,22663931
145720,덴티움,KOSPI,3967,8623891
206650,유바이오로직스,KOSDAQ,3951,36723307
079370,제우스,KOSDAQ,3933,31016990
126720,수산인더스트리,KOSPI,3929,14286000
060980,HL홀딩스,KOSPI,3922,9078847
170900,동아에스티,KOSPI,3920,9727819
424870,이뮨온시아,KOSDAQ,3919,74363829
484590,삼양컴텍,KOSDAQ,3894,41210450
002810,삼영무역,KOSPI,3869,18466948
441270,파인엠텍,KOSDAQ,3868,41731212
394280,오픈엣지테크놀로지,KOSDAQ,3849,26346530
389650,넥스트바이오메디컬,KOSDAQ,3845,8277286
002710,TCC스틸,KOSPI,3843,26213697
005610,삼립,KOSPI,3831,8629009
089590,제주항공,KOSPI,3826,80640985
230240,에치에프알,KOSDAQ,3826,13309000
092870,엑시콘,KOSDAQ,3798,13050797
010690,화신,KOSPI,3792,34920410
025860,남해화학,KOSPI,3790,49678843
098070,한텍,KOSDAQ,3781,11121141
012030,DB,KOSPI,3780,201173933
455900,엔젤로보틱스,KOSDAQ,3772,15301831
117730,티로보틱스,KOSDAQ,3760,22558043
078020,LS증권,KOSDAQ,3751,55481190
219130,타이거일렉,KOSDAQ,3719,6314290
183190,아세아시멘트,KOSPI,3716,36506428
234340,헥토파이낸셜,KOSDAQ,3688,13970656
192650,드림텍,KOSPI,3676,68974199
105630,한세실업,KOSPI,3664,40000000
058430,포스코스틸리온,KOSPI,3636,60000000
265520,AP시스템,KOSDAQ,3635,15050821
001230,동국홀딩스,KOSPI,3625,31800483
452430,사피엔반도체,KOSDAQ,3608,8218046
204620,글로벌텍스프리,KOSDAQ,3591,70283330
101730,위메이드맥스,KOSDAQ,3583,83803286
241770,메카로,KOSDAQ,3578,10192640
064820,케이프,KOSDAQ,3552,30860215
009290,광동제약,KOSPI,3551,49799808
097520,엠씨넥스,KOSPI,3541,17401500
042370,비츠로테크,KOSDAQ,3537,26200025
092230,KPX홀딩스,KOSPI,3536,4224646
036890,진성티이씨,KOSDAQ,3527,22032623
029460,케이씨,KOSPI,3527,11020535
005950,이수화학,KOSPI,3521,26294169
034830,한국토지신탁,KOSPI,3520,252489230
003800,에이스침대,KOSDAQ,3516,11090000
005720,넥센,KOSPI,3499,52543977
009160,SIMPAC,KOSPI,3484,65370968
085910,네오티스,KOSDAQ,3484,13934818
011760,현대코퍼레이션,KOSPI,3479,13228966
078520,에이블씨엔씨,KOSPI,3468,26014161
065680,우주일렉트로,KOSDAQ,3461,9240471
046970,우리로,KOSDAQ,3458,43824999
200880,서연이화,KOSPI,3452,27028437
160980,싸이맥스,KOSDAQ,3447,10924243
016800,퍼시스,KOSPI,3444,11500000
084010,대한제강,KOSPI,3444,34371596
220100,퓨쳐켐,KOSDAQ,3429,22427420
091810,트리니티항공,KOSPI,3415,412969485
091700,파트론,KOSDAQ GLOBAL,3410,50000000
000650,천일고속,KOSPI,3409,1429220
001390,KG케미칼,KOSPI,3395,67233030
450950,아스테라시스,KOSDAQ,3386,37627592
078340,컴투스,KOSDAQ GLOBAL,3386,12091313
035810,이지홀딩스,KOSDAQ,3374,64516185
089980,상아프론테크,KOSDAQ,3374,15989037
194370,제이에스코퍼레이션,KOSPI,3372,29016758
036170,에이치엠넥스,KOSDAQ,3363,61365626
304360,에스바이오메딕스,KOSDAQ,3344,12385128
228760,지노믹트리,KOSDAQ,3336,24859202
002900,TYM,KOSPI,3333,41400000
025770,한국정보통신,KOSDAQ,3333,37444271
094360,칩스앤미디어,KOSDAQ,3326,21334174
003720,삼영,KOSPI,3322,34000000
018250,애경산업,KOSPI,3317,26409935
084690,대상홀딩스,KOSPI,3313,36212538
448280,에코아이,KOSDAQ,3313,29631129
200130,콜마비앤에이치,KOSDAQ GLOBAL,3306,29415558
104700,한국철강,KOSPI,3299,36450000
274090,켄코아에어로스페이스,KOSDAQ,3295,13729578
069080,웹젠,KOSDAQ GLOBAL,3292,30966575
355150,코스텍시스,KOSDAQ,3283,7797350
0082N0,카나프테라퓨틱스,KOSDAQ,3278,13216780
092460,한라IMS,KOSDAQ,3266,17109680
126560,현대퓨처넷,KOSPI,3260,109201040
298830,슈어소프트테크,KOSDAQ,3256,53458499
001940,KISCO홀딩스,KOSPI,3239,14176380
241520,DSC인베스트먼트,KOSDAQ,3235,26600000
0001A0,덕양에너젠,KOSDAQ,3228,24791195
086390,유니테스트,KOSDAQ,3227,21134126
026890,스틱인베스트먼트,KOSPI,3222,38770837
078150,HB테크놀러지,KOSDAQ,3213,92715916
378340,필에너지,KOSDAQ,3207,21625382
445090,에이직랜드,KOSDAQ,3201,10925658
007690,국도화학,KOSPI,3195,9260832
194700,노바렉스,KOSDAQ,3191,18254848
308430,셀비온,KOSDAQ,3189,12831510
084990,헬릭스미스,KOSDAQ,3180,46092797
018310,삼목에스폼,KOSDAQ,3160,14700000
136480,하림,KOSDAQ,3160,106209702
200670,휴메딕스,KOSDAQ,3156,11229930
180400,DXVX,KOSDAQ,3155,98429432
456010,아이씨티케이,KOSDAQ,3135,13901854
049070,인탑스,KOSDAQ,3129,17200000
017860,DS단석,KOSPI,3122,17759139
459510,나우로보틱스,KOSDAQ,3121,12978382
099430,바이오플러스,KOSDAQ,3113,61640722
144510,지씨셀,KOSDAQ,3103,15800344
002310,아세아제지,KOSPI,3101,39449510
024720,콜마홀딩스,KOSPI,3100,34296259
054210,이랜텍,KOSDAQ,3093,25291210
084850,아이티엠반도체,KOSDAQ GLOBAL,3087,22682934
036200,유니셈,KOSDAQ,3066,30664223
389260,대명에너지,KOSDAQ,3065,17916325
065660,안트로젠,KOSDAQ,3057,10006100
0008Z0,에스엔시스,KOSDAQ,3053,9436564
02826K,삼성물산우B,KOSPI,3053,1467590
200470,에이팩트,KOSDAQ,3050,42362093
005010,휴스틸,KOSPI,3045,56188075
203650,드림시큐리티,KOSDAQ,3043,101097320
272450,진에어,KOSPI,3033,52200000
108670,LX하우시스,KOSPI,3031,8967670
033270,유나이티드제약,KOSPI,3028,15910775
046120,오르비텍,KOSDAQ,3020,33855433
236200,슈프리마,KOSDAQ,3016,6974311
478340,나라스페이스테크놀로지,KOSDAQ,3016,11533591
462350,이노스페이스,KOSDAQ,3013,20868662
064290,인텍플러스,KOSDAQ,3010,12863962
073490,LIG아큐버,KOSDAQ,3004,7603846
012860,모베이스전자,KOSDAQ,3003,73233457
475400,씨메스로보틱스,KOSDAQ,2998,11756062
001750,한양증권,KOSPI,2998,12728534
061970,LB세미콘,KOSDAQ,2991,58083006
286940,롯데이노베이트,KOSPI,2991,15129367
394800,쓰리빌리언,KOSDAQ,2973,31761476
017390,서울가스,KOSPI,2960,4950000
114190,강원에너지,KOSDAQ,2960,26123038
053030,바이넥스,KOSDAQ,2942,32684188
041920,메디아나,KOSDAQ,2939,18598223
005500,삼진제약,KOSPI,2930,13320000
001250,GS글로벌,KOSPI,2922,82533764
418550,제이오,KOSDAQ,2907,32017673
123890,한국자산신탁,KOSPI,2900,122373926
043150,바텍,KOSDAQ,2897,14854256
900140,엘브이엠씨홀딩스,KOSPI,2895,193240432
314930,바이오다인,KOSDAQ,2884,29764103
318060,그래피,KOSDAQ,2883,11173177
092730,네오팜,KOSDAQ,2877,16027989
051500,CJ프레시웨이,KOSDAQ,2867,11871586
199820,제일일렉트릭,KOSDAQ,2855,22220000
011500,한농화성,KOSPI,2844,15637042
014940,오리엔탈정공,KOSDAQ,2844,45573661
243840,신흥에스이씨,KOSDAQ,2838,38558235
394420,리센스메디컬,KOSDAQ,2838,10934938
151860,KG에코솔루션,KOSDAQ,2832,47603002
064850,에프앤가이드,KOSDAQ,2830,11410332
494120,큐리오시스,KOSDAQ,2830,7616482
000680,LS네트웍스,KOSPI,2829,78803016
365270,큐라클,KOSDAQ,2828,21924566
003920,남양유업,KOSPI,2814,6000000
096760,JW홀딩스,KOSPI,2809,73924942
128820,대성산업,KOSPI,2809,45235478
088800,에이스테크,KOSDAQ,2809,75506434
338840,와이바이오로직스,KOSDAQ,2804,15366681
474650,링크솔루션,KOSDAQ,2793,5747107
037710,광주신세계,KOSPI,2784,7627172
352480,씨앤씨인터내셔널,KOSDAQ,2780,13629901
035600,KG이니시스,KOSDAQ,2780,27554434
036800,나이스정보통신,KOSDAQ,2780,10000000
093520,매커스,KOSDAQ,2779,11901837
092220,KEC,KOSPI,2779,40152628
217730,강스템바이오텍,KOSDAQ,2775,94054149
215000,골프존,KOSDAQ GLOBAL,2771,6275415
004380,삼익THK,KOSPI,2766,20700000
091580,상신이디피,KOSDAQ,2759,13328219
451760,컨텍,KOSDAQ,2757,15991804
054950,제이브이엠,KOSDAQ,2756,12089892
023410,유진기업,KOSDAQ,2756,77310863
108860,셀바스AI,KOSDAQ,2740,26914790
321550,티움바이오,KOSDAQ,2734,30038475
334890,이지스밸류플러스리츠,KOSPI,2733,69448683
472850,폰드그룹,KOSDAQ,2729,57571652
058970,엠로,KOSDAQ,2720,12362794
051360,토비스,KOSDAQ,2715,14917843
060720,KH바텍,KOSDAQ,2710,23677442
002320,한진,KOSPI,2710,15518616
389020,자람테크놀로지,KOSDAQ,2707,6905082
004430,송원산업,KOSPI,2700,24000000
112290,와이씨켐,KOSDAQ,2700,20221090
003520,영진약품,KOSPI,2694,182892731
309710,아이티켐,KOSDAQ,2684,12783001
475560,더본코리아,KOSPI,2682,14827970
0015G0,그린광학,KOSDAQ,2680,11702541
088260,이리츠코크렙,KOSPI,2679,63341590
067390,아스트,KOSDAQ,2661,415157579
290690,소룩스,KOSDAQ,2659,49337244
004360,세방,KOSPI,2659,19115603
037270,YG PLUS,KOSPI,2658,63663110
182400,엔케이젠바이오텍코리아,KOSDAQ,2655,72342431
003120,일성아이에스,KOSPI,2649,13300000
003960,사조대림,KOSPI,2649,9164467
000050,경방,KOSPI,2648,27415270
008490,서흥,KOSPI,2644,11569113
418420,라온텍,KOSDAQ,2637,30700933
049630,재영솔루텍,KOSDAQ,2630,23379512
244920,에이플러스에셋,KOSPI,2622,22607693
267980,매일유업,KOSDAQ,2617,7663638
023760,한국캐피탈,KOSDAQ,2616,315609576
064550,바이오니아,KOSDAQ,2609,25810291
900290,GRT,KOSDAQ,2601,81800000
439090,마녀공장,KOSDAQ,2600,16393260
043370,피에이치에이,KOSDAQ,2598,21000000
001460,BYC,KOSPI,2595,6246150
416180,신성에스티,KOSDAQ,2594,9039778
098120,마이크로컨텍솔,KOSDAQ,2594,8312766
100120,뷰웍스,KOSDAQ,2593,8971411
382800,지앤비에스 에코,KOSDAQ,2586,31831041
272110,케이엔제이,KOSDAQ,2576,8025395
094480,갤럭시아머니트리,KOSDAQ,2573,39229838
095500,미래나노텍,KOSDAQ,2571,31009999
121800,비덴트,KOSDAQ,2563,77201611
357550,석경에이티,KOSDAQ,2561,5455000
006805,미래에셋증권우,KOSPI,2548,14075750
115450,HLB테라퓨틱스,KOSDAQ,2547,88580109
000490,대동,KOSPI,2540,28826865
034120,SBS,KOSPI,2538,18551238
377460,큐에이드,KOSDAQ,2532,62055687
402490,그린리소스,KOSDAQ,2528,16830840
134380,미원화학,KOSPI,2527,21992680
005680,삼영전자,KOSPI,2516,20000000
000430,대원강업,KOSPI,2511,62000000
419530,SAMG엔터,KOSDAQ,2507,10029487
001340,PKC,KOSPI,2501,44973248
0030R0,대신밸류리츠,KOSPI,2496,59780000
226320,잇츠한불,KOSPI,2493,21929315
101360,에코앤드림,KOSDAQ,2490,17786114
099440,스맥,KOSDAQ,2485,68243394
125020,티씨머티리얼즈,KOSDAQ,2481,35038550
432720,퀄리타스반도체,KOSDAQ,2473,14187572
017890,한국알콜,KOSDAQ,2470,21273506
003070,코오롱글로벌,KOSPI,2464,25423959
044450,KSS해운,KOSPI,2463,23085880
003200,일신방직,KOSPI,2461,22960000
000540,흥국화재,KOSPI,2460,64242645
241590,화승엔터프라이즈,KOSPI,2460,60589276
136490,선진,KOSPI,2456,23779604
013890,지누스,KOSPI,2449,21925813
051370,인터플렉스,KOSDAQ,2447,23327472
052710,아모텍,KOSDAQ,2444,14615109
000320,노루홀딩스,KOSPI,2438,13291151
950170,JTC,KOSDAQ,2435,51746348
294570,쿠콘,KOSDAQ,2432,10091732
019010,베뉴지,KOSDAQ,2429,48200000
251370,와이엠티,KOSDAQ,2425,18013213
122900,아이마켓코리아,KOSPI,2410,33428840
232530,이엠티,KONEX,2408,25614304
206640,바디텍메드,KOSDAQ,2403,21907921
001790,대한제당,KOSPI,2399,89696580
138360,앤로보틱스,KOSDAQ,2398,76991722
487580,폴레드,KOSDAQ,2395,25182861
432320,KB스타리츠,KOSPI,2393,150764285
092200,디아이씨,KOSPI,2388,38888569
036030,케이티알파,KOSDAQ,2385,49019283
322310,오로스테크놀로지,KOSDAQ,2379,9366542
461300,아이스크림미디어,KOSDAQ,2373,13323933
190510,나무가,KOSDAQ,2369,14085317
067080,대화제약,KOSDAQ,2366,18616650
011560,세보엠이씨,KOSDAQ,2365,10350000
018000,유니슨,KOSDAQ,2358,249260593
092070,디엔에프,KOSDAQ,2355,11571858
377190,디앤디플랫폼리츠,KOSPI,2343,88400000
053690,한미글로벌,KOSPI,2334,10957550
348950,제이알글로벌리츠,KOSPI,2333,197376000
0088M0,메쥬,KOSDAQ,2332,9881750
0007C0,아크릴,KOSDAQ,2329,8030324
001780,알루코,KOSPI,2329,96830132
007160,사조산업,KOSPI,2328,5000000
353810,이지바이오,KOSDAQ,2322,33081920
078070,유비쿼스홀딩스,KOSDAQ,2320,17604772
005430,한국공항,KOSPI,2318,3166355
054450,텔레칩스,KOSDAQ,2317,15144233
012210,삼미금속,KOSDAQ,2317,22192012
012610,경인양행,KOSPI,2314,41616365
004310,현대약품,KOSPI,2310,32000000
