Code,Name,Market,Marcap_억원,Stocks
372910,한컴라이프케어,KOSPI,614,27674406
104540,코렌텍,KOSDAQ,614,12785740
072470,우리산업홀딩스,KOSDAQ,614,18887341
092440,기신정기,KOSPI,613,29200000
260930,씨티케이,KOSDAQ,613,19341591
024900,디와이덕양,KOSPI,613,32564980
004830,덕성,KOSPI,612,15680000
460470,아이빔테크놀로지,KOSDAQ,612,15119370
064800,포니링크,KOSDAQ,611,25561459
053620,태양,KOSDAQ,611,8600000
023810,인팩,KOSPI,610,10000000
0013V0,삼진식품,KOSDAQ,609,9918656
127980,화인써키트,KOSDAQ,607,11840684
317530,에피소드컴퍼니,KOSDAQ,605,17494882
033170,시그네틱스,KOSDAQ,605,85728319
294140,레몬,KOSDAQ,604,22414818
004780,대륙제관,KOSDAQ,603,15903199
072130,유엔젤,KOSPI,602,12695454
002760,보락,KOSPI,601,59900000
263690,디알젬,KOSDAQ,601,11325610
460870,에스엠씨지,KOSDAQ,601,20073304
053350,이니텍,KOSDAQ,601,22021065
099410,동방선기,KOSDAQ,601,14000000
199550,레이저옵텍,KOSDAQ,600,14845791
457370,한켐,KOSDAQ,599,8062134
009835,한화솔루션우,KOSPI,599,2575349
008370,원풍,KOSDAQ,598,12000000
114450,그린생명과학,KOSDAQ,598,20000000
037230,한국팩키지,KOSDAQ,597,29800327
317850,대모,KOSDAQ,597,8324420
331380,포커스에이아이,KOSDAQ,596,32411489
246690,TS인베스트먼트,KOSDAQ,596,47438344
435570,에르코스,KOSDAQ,596,7616983
288620,에스프리즘,KOSDAQ,595,6979316
177900,쓰리에이로직스,KOSDAQ,595,9627600
184230,SGA솔루션즈,KOSDAQ,595,18887979
000910,유니온,KOSPI,595,15611619
004770,써니전자,KOSPI,593,35507438
015710,코콤,KOSDAQ,593,17530500
011390,부산산업,KOSPI,592,1056000
072990,에이치시티,KOSDAQ,589,14498206
303360,프로티아,KOSDAQ,589,12879715
004450,삼화왕관,KOSPI,589,2154379
458350,에스팀,KOSDAQ,588,8683200
088910,동우팜투테이블,KOSDAQ,588,25831764
072770,멤레이비티,KOSDAQ,587,83024196
005305,롯데칠성우,KOSPI,587,775310
384470,코어라인소프트,KOSDAQ,587,17946692
052220,iMBC,KOSDAQ,585,23000000
053270,구영테크,KOSDAQ,584,27410405
001620,케이비아이동국실업,KOSPI,583,22258606
089790,제이티,KOSDAQ,583,10315513
229000,젠큐릭스,KOSDAQ,582,23428165
099520,DGI,KOSDAQ,581,45281824
002140,고려산업,KOSPI,581,24939425
137080,나래나노텍,KOSDAQ,581,11059422
065170,비엘팜텍,KOSDAQ,581,27913793
063440,SM Life Design,KOSDAQ,580,45319364
273060,와이즈버즈,KOSDAQ,579,50459582
299900,위지윅스튜디오,KOSDAQ,578,171048884
465480,인스피언,KOSDAQ,578,10137772
045340,토탈소프트,KOSDAQ,577,8558040
196300,HLB펩,KOSDAQ,577,9376439
170790,파이오링크,KOSDAQ,576,6397335
065500,오리엔트정공,KOSDAQ,576,33242912
261520,이지스,KOSDAQ,576,10277800
058730,다스코,KOSPI,576,19948221
245620,EDGC,KOSDAQ,575,138493951
950200,소마젠,KOSDAQ,574,19236053
037330,인지디스플레,KOSDAQ,574,43885224
094970,제이엠티,KOSDAQ,574,16748240
082210,옵트론텍,KOSDAQ,573,34963330
002630,오리엔트바이오,KOSPI,573,118583005
050960,수산아이앤티,KOSDAQ,572,6751000
104200,NHN벅스,KOSDAQ,567,14827550
075180,새론오토모티브,KOSPI,566,19200000
007815,코리아써우,KOSPI,566,2964690
003465,유화증권우,KOSPI,565,17476425
351330,이삭엔지니어링,KOSDAQ,565,8288520
006490,인스코비,KOSPI,563,145886117
123700,SJM,KOSPI,562,15604898
196450,코아시아씨엠,KOSDAQ,561,45319582
393210,토마토시스템,KOSDAQ,558,15614544
226330,신테카바이오,KOSDAQ,558,24258475
189980,흥국에프엔비,KOSDAQ,558,40137827
038010,제일테크노스,KOSDAQ,556,9000000
340930,유일에너테크,KOSDAQ,555,68875785
006370,대구백화점,KOSPI,554,10821611
068330,일신바이오,KOSDAQ,554,44216140
317870,엔바이오니아,KOSDAQ,554,8841895
105760,포스뱅크,KOSDAQ,552,10177387
033560,블루콤,KOSDAQ,551,17100000
009190,대양금속,KOSPI,551,43192625
261200,덴티스,KOSDAQ,550,15809700
217480,에스디생명공학,KOSDAQ,548,109733141
376930,노을,KOSDAQ,546,51291323
033830,티비씨,KOSDAQ,545,100000000
318160,셀바이오휴먼텍,KOSDAQ,545,9341201
450330,하스,KOSDAQ,544,8186843
223310,사토시홀딩스,KOSDAQ,544,5204642
003475,유안타증권우,KOSPI,544,12912212
042940,상지건설,KOSDAQ,544,6828712
023350,한국종합기술,KOSPI,543,10950000
053980,오상자이엘,KOSDAQ,542,18982783
309930,조이웍스앤코,KOSDAQ,541,24487048
173940,에프엔씨엔터,KOSDAQ,541,15392808
004920,씨아이테크,KOSPI,541,52179872
041650,상신브레이크,KOSPI,540,21471450
017180,명문제약,KOSPI,540,33953454
025530,SJM홀딩스,KOSPI,538,14934008
471820,셀로맥스사이언스,KOSDAQ,538,11302879
321820,아티스트컴퍼니,KOSDAQ,536,15591376
038070,서린바이오,KOSDAQ,536,9300676
440290,HB인베스트먼트,KOSDAQ,536,27506430
277070,린드먼아시아,KOSDAQ,535,13692000
369370,블리츠웨이엔터테인먼트,KOSDAQ,535,49871911
238120,얼라인드,KOSDAQ,534,14378896
007680,대원,KOSDAQ,532,13446474
073110,엘엠에스,KOSDAQ,532,8895755
413640,비아이매트릭스,KOSDAQ,532,7206940
002410,범양건영,KOSPI,532,27479820
014190,원익큐브,KOSDAQ,531,35399906
070300,엑스큐어,KOSDAQ,529,23307078
218150,미래생명자원,KOSDAQ,527,20415802
219420,링크제니시스,KOSDAQ,526,11469507
078590,휴림에이텍,KOSDAQ,525,99918197
256630,포인트엔지니어링,KOSDAQ,524,11599414
024950,삼천리자전거,KOSDAQ,523,12400000
150900,파수AI,KOSDAQ,523,11703922
016600,큐캐피탈,KOSDAQ,522,178247112
051390,YW,KOSDAQ,520,11355368
127710,아시아경제,KOSDAQ,518,44049210
066670,디티씨,KOSDAQ,518,18691918
357250,미래에셋맵스리츠,KOSPI,517,24995105
090410,덕신이피씨,KOSDAQ,517,46084095
096610,알에프세미,KOSDAQ,516,17386411
037950,엘컴텍,KOSDAQ,515,16889503
052790,액토즈소프트,KOSDAQ,515,10924547
189690,포시에스,KOSDAQ,513,27321969
105550,엣지파운드리,KOSDAQ,513,78307051
090080,평화산업,KOSPI,513,54902259
37550K,DL이앤씨우,KOSPI,513,2113885
004910,조광페인트,KOSPI,512,12800000
020760,일진디스플,KOSPI,510,56523761
171010,램테크놀러지,KOSDAQ,508,14298752
060850,영림원소프트랩,KOSDAQ,508,8131000
361570,알비더블유,KOSDAQ,508,28743291
093240,형지엘리트,KOSPI,507,61390259
466410,사이냅소프트,KOSDAQ,506,5037023
153460,네이블,KOSDAQ,506,6530014
289220,자이언트스텝,KOSDAQ,505,22312221
097870,효성오앤비,KOSDAQ,505,8490000
419080,엔젯,KOSDAQ,504,10685137
393970,대진첨단소재,KOSDAQ,504,17850820
419120,산돌,KOSDAQ,503,14718362
314140,알피바이오,KOSDAQ,502,8666361
406820,뷰티스킨,KOSDAQ,499,14136157
035460,기산텔레콤,KOSDAQ,496,14920340
179530,애드바이오텍,KOSDAQ,496,19679630
190650,코리아에셋투자증권,KOSDAQ,494,6388000
451700,엔에이치스팩29호,KOSDAQ,494,14350000
0010V0,제이피아이헬스케어,KOSDAQ,492,5105400
066130,하츠,KOSDAQ,492,12800000
011330,유니켐,KOSPI,492,90187837
097800,윈팩,KOSDAQ,491,27290045
459550,알트,KOSDAQ,490,25067769
006125,SK디스커버리우,KOSPI,489,1231705
100660,서암기계공업,KOSDAQ,488,12600000
297570,알로이스,KOSDAQ,487,34621218
012280,영화금속,KOSPI,486,51664505
237820,플레이디,KOSDAQ,486,12827140
28513K,SK케미칼우,KOSPI,485,2115429
307280,원바이오젠,KOSDAQ,485,7094627
239890,피엔에이치테크,KOSDAQ,484,9935755
051490,나라엠앤디,KOSDAQ,484,14200000
257990,나우코스,KONEX,483,5891392
352700,씨앤투스,KOSDAQ,483,26276899
106240,파인테크닉스,KOSDAQ,483,22868327
009320,아진전자부품,KOSPI,482,49299770
260660,알리코제약,KOSDAQ,482,15327021
089150,케이씨티,KOSDAQ,482,17150000
215090,솔디펜스,KOSDAQ,482,23155661
206560,덱스터,KOSDAQ,481,25411736
027740,마니커,KOSPI,480,31755614
452300,캡스톤파트너스,KOSDAQ,480,14169505
003080,SB성보,KOSPI,479,20020000
365590,하이딥,KOSDAQ,478,30956622
082660,코스나인,KOSDAQ,478,99640869
407400,꿈비,KOSDAQ,476,14634534
418250,시큐레터,KOSDAQ,476,7271605
263020,디케이앤디,KOSDAQ,476,13836146
057540,옴니시스템,KOSDAQ,474,59394268
056700,신화인터텍,KOSDAQ,473,29135091
376290,씨유테크,KOSDAQ,473,17657500
311390,네오크레마,KOSDAQ,473,12653789
081580,성우전자,KOSDAQ,471,15508143
001210,금호전기,KOSPI,470,61880083
023440,제이스코홀딩스,KOSDAQ,470,90142761
007530,와이엠,KOSDAQ,470,22254231
069410,엔텔스,KOSDAQ,468,10244824
050110,캠시스,KOSDAQ,468,29224823
250000,보라티알,KOSDAQ,468,6750733
364950,에이아이코리아,KOSDAQ,467,8296445
086040,바이오톡스텍,KOSDAQ,467,15958247
008420,문배철강,KOSPI,466,20503505
002920,유성기업,KOSPI,464,25947500
215380,우정바이오,KOSDAQ,464,16829576
069460,대호에이엘,KOSPI,463,87071952
000950,전방,KOSPI,463,1680000
000890,보해양조,KOSPI,463,27624025
044960,이글벳,KOSDAQ,463,12641883
053160,프리엠스,KOSDAQ,463,6000000
122350,삼기,KOSDAQ,462,38339428
065650,하이퍼코퍼레이션,KOSDAQ,462,21891975
002290,삼일기업공사,KOSDAQ,459,12400000
043910,자연과환경,KOSDAQ,459,11339145
032790,엠젠솔루션,KOSDAQ,456,51360212
031310,아이즈비전,KOSDAQ,455,29746651
066910,손오공,KOSDAQ,455,66933164
011420,갤럭시아에스엠,KOSPI,455,27549644
103840,우양,KOSDAQ,454,16366428
026940,부국철강,KOSPI,453,20000000
452160,제이엔비,KOSDAQ,453,9617527
004870,티웨이홀딩스,KOSPI,453,113163494
122690,서진오토모티브,KOSDAQ,452,23079166
432430,와이랩,KOSDAQ,452,16508320
263770,유에스티,KOSDAQ,452,23700172
023960,에쓰씨엔지니어링,KOSPI,451,38035975
005030,부산주공,KOSPI,451,92782988
131760,파인텍,KOSDAQ,450,43431583
286750,나노실리칸첨단소재,KOSDAQ,449,32028857
074610,이엔플러스,KOSPI,448,8770137
025880,케이씨피드,KOSDAQ,448,16715858
133820,화인베스틸,KOSPI,447,37114502
429270,시지트로닉스,KOSDAQ,446,6449231
049470,비트플래닛,KOSDAQ,445,23544899
088340,유라클,KOSDAQ,443,4364368
178780,일월지엠엘,KOSDAQ,443,18639195
335810,프리시젼바이오,KOSDAQ,442,21949506
476080,M83,KOSDAQ,442,8077000
288330,파라택시스코리아,KOSDAQ,441,106080948
219750,한국비티비,KOSDAQ,441,65426885
064480,브리지텍,KOSDAQ,439,11952500
049800,우진플라임,KOSPI,439,20000000
129890,앱코,KOSDAQ,438,45545602
430690,한싹,KOSDAQ,438,10895327
340440,세림B&G,KOSDAQ,438,28378364
052460,아이크래프트,KOSDAQ,438,14607936
008870,금비,KOSPI,438,1000000
200580,메디쎄이,KONEX,437,3726079
186230,그린플러스,KOSDAQ,437,10920188
221840,하이즈항공,KOSDAQ,437,18700561
049830,승일,KOSDAQ,437,6132112
464280,티디에스팜,KOSDAQ,436,5530000
332290,누보,KOSDAQ,436,39904404
263810,상신전자,KOSDAQ,435,15924825
096630,에스코넥,KOSDAQ,434,15876323
119500,포메탈,KOSDAQ,434,11847232
109820,진매트릭스,KOSDAQ,433,20393640
026040,제이에스티나,KOSDAQ,433,16503790
128540,에코캡,KOSDAQ,433,26690460
256150,한독크린텍,KOSDAQ,433,8395000
263700,케어랩스,KOSDAQ,432,19414200
403490,우듬지팜,KOSDAQ,432,45932464
434480,모니터랩,KOSDAQ,431,12310300
475460,미트박스,KOSDAQ,431,5613025
258790,소프트캠프,KOSDAQ,429,24991284
083550,케이엠,KOSDAQ,429,13556165
464500,아이언디바이스,KOSDAQ,428,13993263
044480,빌리언스,KOSDAQ,428,33250916
033540,파라텍,KOSDAQ,428,52246331
046390,삼화네트웍스,KOSDAQ,428,43172933
290090,트윔,KOSDAQ,428,7440268
200780,비씨월드제약,KOSDAQ,428,10665661
481850,신한글로벌액티브리츠,KOSPI,427,43477664
020180,대신정보통신,KOSDAQ,427,38428915
079000,와토스코리아,KOSDAQ,426,7200000
091590,남화토건,KOSDAQ,426,11740000
000760,이화산업,KOSPI,426,2800000
019770,서연탑메탈,KOSDAQ,425,11650000
0010F0,보원케미칼,KOSDAQ,425,11143601
014990,인디에프,KOSPI,424,75112995
087600,픽셀플러스,KOSDAQ,423,8166558
053950,경남제약,KOSDAQ,423,15629471
204020,그리티,KOSDAQ,422,19450832
046310,백금T&A,KOSDAQ,422,16418641
101240,씨큐브,KOSDAQ,421,11357052
140520,대창스틸,KOSDAQ,421,21109243
050860,아세아텍,KOSDAQ,421,22500000
084870,TBH글로벌,KOSPI,420,20856819
199480,뱅크웨어글로벌,KOSDAQ,419,10196588
306040,에스제이그룹,KOSDAQ,417,9865828
160550,NEW,KOSDAQ,416,27906106
351320,넥사다이내믹스,KOSDAQ,416,29698642
003060,에이프로젠바이오로직스,KOSPI,416,13227189
066360,체리부로,KOSDAQ,416,47952015
224110,에이텍모빌리티,KOSDAQ,416,5080386
009140,경인전자,KOSPI,415,1570797
012160,영흥,KOSPI,415,101310372
123570,이엠넷,KOSDAQ,415,22276078
024120,KB오토시스,KOSDAQ,414,11500000
007120,미래아이앤지,KOSPI,414,28878608
355390,크라우드웍스,KOSDAQ,414,15874344
019490,엑시큐어하이트론,KOSPI,413,76432270
032960,동일기연,KOSDAQ,413,3518595
043340,에쎈테크,KOSDAQ,413,47500000
336060,웨이버스,KOSDAQ,411,48155200
066900,디에이피,KOSDAQ,409,22744503
220180,핸디소프트,KOSDAQ,408,23930842
013000,세우글로벌,KOSPI,408,28705031
290120,DH오토리드,KOSDAQ,407,15824249
014570,고려제약,KOSDAQ,406,11000000
310870,디와이씨,KOSDAQ,406,20687271
000215,DL우,KOSPI,405,1686115
258610,케일럼,KOSDAQ,404,36485063
440320,오픈놀,KOSDAQ,404,9830000
017040,광명전기,KOSPI,404,43337615
239610,에이치엘사이언스,KOSDAQ,404,5392115
001380,SG글로벌,KOSPI,403,22482071
221980,케이디켐,KOSDAQ,403,4034800
058110,멕아이씨에스,KOSDAQ,403,16050530
006920,모헨즈,KOSDAQ,402,10920000
059100,아이컴포넌트,KOSDAQ,402,7070860
140430,카티스,KOSDAQ,402,53447539
318410,비비씨,KOSDAQ,401,5555243
195500,마니커에프앤지,KOSDAQ,401,15978000
054780,키이스트,KOSDAQ,401,19657793
073570,리튬포어스,KOSDAQ,401,12037328
057030,YBM넷,KOSDAQ,400,16312697
005320,온타이드,KOSPI,400,34187845
363260,모비데이즈,KOSDAQ,399,32163769
450520,인스웨이브,KOSDAQ,398,14704578
376180,피코그램,KOSDAQ,398,18561038
002360,SH에너지화학,KOSPI,398,111133730
148250,알엔투테크놀로지,KOSDAQ,397,13610704
002880,디와이에이,KOSPI,397,46773995
064090,인크레더블버즈,KOSDAQ,397,49742745
153490,우리이앤엘하루틴,KOSDAQ,397,51480000
011230,삼화전자,KOSPI,397,19165785
203450,유니온바이오메트릭스,KOSDAQ,396,14079007
052600,한네트,KOSDAQ,396,11563700
051630,진양화학,KOSPI,395,21200000
032860,더라미,KOSDAQ,393,40395863
133750,메가엠디,KOSDAQ,393,23407077
145270,케이탑리츠,KOSPI,392,48060774
007720,소노스퀘어,KOSDAQ,392,100800450
254120,자비스,KOSDAQ,390,30754270
045060,오공,KOSDAQ,390,16941974
200350,아티스트스튜디오,KOSDAQ,389,9996025
002870,신풍,KOSPI,388,34958700
228340,동양파일,KOSDAQ,386,20000000
241840,에이스토리,KOSDAQ,386,9539994
080520,오디텍,KOSDAQ,386,11322417
300120,라온피플,KOSDAQ,385,49504016
340810,시선AI,KOSDAQ,383,13644976
308170,씨티알모빌리티,KOSPI,383,8610000
469750,아이비젼웍스,KOSDAQ,381,34456481
037370,EG,KOSDAQ,381,8624972
025750,한솔홈데코,KOSPI,381,16113029
388610,지에프씨생명과학,KOSDAQ,381,5303709
206400,베노티앤알,KOSDAQ,381,37510158
050120,ES큐브,KOSDAQ,380,13564086
134790,시디즈,KOSPI,379,2000000
022220,티케이지애강,KOSDAQ,379,51794579
038870,에코심플렉스,KOSDAQ,379,14014949
011300,우성머티리얼스,KOSPI,377,15856381
073540,에프알텍,KOSDAQ,377,11400000
064520,테크엘,KOSDAQ,377,22351062
208860,다산디엠씨,KOSDAQ,377,33949973
355690,에이텀,KOSDAQ,376,9404980
290520,신도기연,KOSDAQ,375,15929362
347770,핌스,KOSDAQ,375,22857042
363250,진시스템,KOSDAQ,374,8508382
024890,대원화성,KOSPI,374,41249152
356890,싸이버원,KOSDAQ,374,11953825
900340,윙입푸드,KOSDAQ,373,50330928
016670,디모아,KOSDAQ,373,10194234
277410,인산가,KOSDAQ,373,38411505
373170,엠아이큐브솔루션,KOSDAQ,372,15113790
351870,차이커뮤니케이션,KOSDAQ,371,11160642
270870,뉴트리,KOSDAQ,369,9200224
075970,동국알앤에스,KOSDAQ,369,18400000
387570,파인메딕스,KOSDAQ,368,5625900
060540,에스에이티,KOSDAQ,368,26133306
195990,에이비프로바이오,KOSDAQ,367,32575748
002420,세기상사,KOSPI,366,5969948
065950,웰크론,KOSDAQ,364,28231302
071850,캐스텍코리아,KOSDAQ,364,24260938
196490,디에이테크놀로지,KOSDAQ,362,5951645
068050,팬엔터테인먼트,KOSDAQ,362,27694076
006345,대원전선우,KOSPI,362,2621200
271830,팸텍,KOSDAQ,362,29490202
008250,이건산업,KOSPI,361,10952635
025440,DH오토웨어,KOSDAQ,360,48781224
284620,카이노스메드,KOSDAQ,360,33086953
003535,한화투자증권우,KOSPI,360,4800000
462510,라메디텍,KOSDAQ,359,8802965
169330,엠브레인,KOSDAQ,359,18316918
094860,네오리진,KOSDAQ,358,25110014
318020,포인트모바일,KOSDAQ,357,12301272
131100,티엔엔터테인먼트,KOSDAQ,357,32246724
068940,셀피글로벌,KOSDAQ,357,45912716
122830,원포유,KONEX,357,32751985
475660,에스켐,KOSDAQ,357,7929835
043200,파루,KOSDAQ,356,41804315
159910,에코글로우,KOSDAQ,355,10467097
006050,국영지앤엠,KOSDAQ,355,34895243
262840,아이퀘스트,KOSDAQ,353,10566952
359090,씨엔알리서치,KOSDAQ,353,57470717
263050,유틸렉스,KOSDAQ,353,36834856
114630,폴라리스우노,KOSDAQ,352,17235248
075130,플랜티넷,KOSDAQ,352,16622320
238490,힘스,KOSDAQ,350,11312236
33637K,솔루스첨단소재1우,KOSPI,349,16908766
187270,신화콘텍,KOSDAQ,349,10143845
033200,모아텍,KOSDAQ,349,9204529
296640,이노에이엑스,KOSDAQ,348,5178252
087260,모바일어플라이언스,KOSDAQ,348,32552861
039290,인포뱅크,KOSDAQ,348,8693978
243870,아이티센코어,KONEX,347,2892631
010640,진양폴리,KOSPI,346,16700000
004365,세방우,KOSPI,345,3689250
045300,성우테크론,KOSDAQ,343,10547012
019175,신풍제약우,KOSPI,343,1991230
039740,한국정보공학,KOSDAQ,343,8018397
177830,파버나인,KOSDAQ,342,13493951
257370,피엔티엠에스,KOSDAQ,342,12504861
019570,플루토스,KOSDAQ,342,88050042
080530,코디,KOSDAQ,341,11102175
200230,텔콘RF제약,KOSDAQ,341,71523533
225220,제놀루션,KOSDAQ,341,19190021
047080,한빛소프트,KOSDAQ,340,24822362
424760,벨로크,KOSDAQ,340,9889158
099390,브레인즈컴퍼니,KOSDAQ,339,8208283
012620,원일특강,KOSDAQ,338,4400000
109960,앱토크롬,KOSDAQ,338,220789269
005820,원림,KOSPI,338,2297970
342870,오아,KOSDAQ,337,5450197
001000,신라섬유,KOSDAQ,337,24277540
097780,에코볼트,KOSDAQ,337,50732723
063760,이엘피,KOSDAQ,337,9325130
130500,GH신소재,KOSDAQ,336,14545052
112190,KC산업,KONEX,336,27204889
002025,코오롱우,KOSPI,336,1160437
417860,오브젠,KOSDAQ,336,4696906
006740,블루산업개발,KOSPI,336,56975588
089140,넥스턴앤롤코리아,KOSDAQ,335,15316234
198940,한주라이트메탈,KOSDAQ,335,38922978
290270,휴네시온,KOSDAQ,335,9607672
446440,에피바이오텍,KONEX,334,2306879
263920,휴엠앤씨,KOSDAQ,334,9809026
021650,한국큐빅,KOSDAQ,334,16350563
086060,진바이오텍,KOSDAQ,334,8610587
027040,서울전자통신,KOSDAQ,334,69588847
900310,컬러레이,KOSDAQ,333,64041675
288980,모아데이타,KOSDAQ,333,36381379
038880,아이에이,KOSDAQ,333,37572117
353590,오토앤,KOSDAQ,332,12875570
013810,스페코,KOSDAQ,332,14655470
088790,진도,KOSPI,332,12447744
121890,에스디시스템,KOSDAQ,328,13291446
495810,유비씨,KONEX,328,2500000
398120,에스지헬스케어,KOSDAQ,328,11818511
900070,글로벌에스엠,KOSDAQ,328,53743968
464580,닷밀,KOSDAQ,327,18406089
318000,KBG,KOSDAQ,327,8740223
023790,동일스틸럭스,KOSDAQ,326,26139617
038950,파인디지털,KOSDAQ,326,10210765
317240,TS트릴리온,KOSDAQ,325,29176711
33626L,두산퓨얼셀2우B,KOSPI,325,2986300
317120,라닉스,KOSDAQ,324,15260000
013720,THE CUBE&,KOSDAQ,324,60828143
354200,엔젠바이오,KOSDAQ,324,26809750
162120,루켄테크놀러지스,KONEX,324,11156602
045510,정원엔시스,KOSDAQ,323,32209292
057680,티사이언티픽,KOSDAQ,323,14249700
462980,아이지넷,KOSDAQ,323,18234437
096690,에이루트,KOSDAQ,323,24137053
187220,디티앤씨,KOSDAQ,323,11524933
227420,도부,KONEX,323,38044510
035200,프럼파스트,KOSDAQ,323,9730590
115160,휴맥스,KOSDAQ,322,4312142
009810,플레이그램,KOSPI,320,15188750
051380,피씨디렉트,KOSDAQ,319,15340072
090370,메타랩스,KOSPI,319,24904689
354390,바스칸바이오제약,KONEX,319,7018247
131220,대한과학,KOSDAQ,318,7454490
000040,KR모터스,KOSPI,318,86375184
065370,위세아이텍,KOSDAQ,317,7383954
056730,CNT85,KOSDAQ,316,14822237
